srcid,dstid,Sequence
10819,27110,15902
722,28359,15903
10819,13266,15904
20716,28147,15905
13768,14623,15906
14076,8129,15907
20801,7534,15908
14487,28281,15909
6419,30842,15910
19967,28451,15911
20694,14623,15912
722,25970,15913
20699,1336,15914
21351,28340,15915
20699,6003,15916
20699,26030,15917
20699,8838,15918
10819,28359,15919
20699,25953,15920
12403,28052,15921
27737,7537,15922
20699,27811,15923
20699,10102,15924
21351,28359,15925
20699,10069,15926
20699,28079,15927
5473,28657,15928
5473,28359,15929
12397,28359,15930
27151,28423,15931
20699,28374,15932
20885,28359,15933
12403,28359,15934
13840,13021,15935
9079,28165,15936
20690,11366,15937
20699,28423,15938
20699,7534,15939
20699,28017,15940
20699,7554,15941
9314,27766,15942
188,28199,15943
20694,10376,15944
12363,28359,15945
20318,28988,15946
30940,28359,15947
18506,28336,15948
31007,28359,15949
9625,28355,15950
20699,28451,15951
7009,27811,15952
20714,2672,15953
30852,28224,15954
20699,28988,15955
5551,28359,15956
11525,1353,15957
20138,4443,15958
20699,13009,15959
20696,28423,15960
21935,6003,15961
722,28988,15962
27554,24530,15963
13768,10089,15964
27388,28017,15965
27494,28052,15966
20699,28355,15967
20699,11132,15968
722,28102,15969
16975,28423,15970
21059,28374,15971
20495,28359,15972
20699,28285,15973
14227,28359,15974
2161,1172,15975
20212,28415,15976
21995,10102,15977
15838,28359,15978
20699,1719,15979
20212,28359,15980
20801,10102,15981
20801,28310,15982
20699,25950,15983
12403,28181,15984
20646,1353,15985
20716,2688,15986
15883,28310,15987
20699,28102,15988
20699,27110,15989
9464,28359,15990
20699,27102,15991
11994,28310,15992
21351,29003,15993
13487,28261,15994
122,24648,15995
20699,11354,15996
20699,28454,15997
4841,28609,15998
3889,28797,15999
13865,28250,16000
18227,10196,16001
15,28423,16002
2161,28052,16003
20138,28355,16004
7009,4405,16005
11686,8282,16006
27494,2688,16007
20699,28351,16008
7009,26489,16009
16944,28423,16010
20699,1591,16011
20138,28359,16012
13768,28258,16013
19975,28402,16014
9464,5983,16015
20699,8131,16016
18506,14623,16017
22087,26028,16018
15812,28359,16019
15883,28331,16020
10819,24675,16021
7009,28374,16022
20699,28258,16023
20495,10102,16024
20699,28276,16025
12334,28050,16026
21058,28374,16027
19985,28451,16028
20589,6003,16029
9464,26594,16030
3550,28359,16031
14789,28293,16032
20699,11928,16033
22087,28345,16034
20869,11366,16035
21362,28415,16036
2173,28359,16037
20589,28359,16038
2833,24549,16039
20699,28350,16040
16375,28422,16041
16600,28451,16042
14735,28359,16043
12935,28074,16044
22087,24671,16045
14722,1086,16046
20699,10120,16047
20694,13272,16048
30926,11349,16049
122,28199,16050
15883,10094,16051
20699,28147,16052
20699,28386,16053
20699,30842,16054
20699,28133,16055
9496,28144,16056
14728,10165,16057
10287,28066,16058
20699,1389,16059
20495,28336,16060
20699,2585,16061
15883,28359,16062
18354,28409,16063
18354,4444,16064
18838,28798,16065
6663,11325,16066
18354,28309,16067
18150,9869,16068
18656,28358,16069
20000,29066,16070
17545,28370,16071
22113,29060,16072
21383,29066,16073
15848,29995,16074
21154,26405,16075
18283,28367,16076
18164,25477,16077
18153,25508,16078
10579,29545,16079
18219,18227,16080
21990,28404,16081
18173,7308,16082
18173,28285,16083
14388,28921,16084
31135,27764,16085
6813,29545,16086
27134,28367,16087
20828,28367,16088
17309,5914,16089
26752,28008,16090
19952,30361,16091
20821,28359,16092
20745,4499,16093
27226,28367,16094
17804,28921,16095
18216,26517,16096
9517,29014,16097
18532,24953,16098
358,28367,16099
18128,28367,16100
18227,18606,16101
18318,12875,16102
18219,28901,16103
1222,28120,16104
20304,28412,16105
7894,8216,16106
18153,26781,16107
11557,4423,16108
19614,11133,16109
18511,28359,16110
18189,28991,16111
7031,30219,16112
6806,27811,16113
14439,2678,16114
18160,28102,16115
18160,3217,16116
1524,25988,16117
18089,28359,16118
3264,26605,16119
9453,28788,16120
439,28359,16121
11611,25868,16122
437,28102,16123
12235,6003,16124
20683,11328,16125
18171,1172,16126
15686,28310,16127
12307,24912,16128
25772,24694,16129
18362,28423,16130
18178,13001,16131
5212,26684,16132
18160,6003,16133
18313,11366,16134
17559,28355,16135
18160,27105,16136
3714,26684,16137
14747,29044,16138
17376,28333,16139
6724,7534,16140
25772,28359,16141
1985,26030,16142
6757,28443,16143
27425,28068,16144
3587,14215,16145
10029,28017,16146
20676,2471,16147
18279,11369,16148
18160,28657,16149
27248,11365,16150
4869,24518,16151
26258,26600,16152
18343,28315,16153
18219,28949,16154
4339,22996,16155
7894,8897,16156
21383,29036,16157
18153,29106,16158
18219,6023,16159
7934,8339,16160
20687,28439,16161
18227,6229,16162
4004,10144,16163
26309,22985,16164
12801,2363,16165
20192,28371,16166
18277,18534,16167
18139,14587,16168
16286,25466,16169
470,28105,16170
20360,30392,16171
27602,29089,16172
7891,8338,16173
21852,24502,16174
20692,24912,16175
18221,18387,16176
18223,18387,16177
18221,3753,16178
18148,18606,16179
18554,2600,16180
18227,26745,16181
9167,1357,16182
18702,28366,16183
18272,18534,16184
15879,28921,16185
16196,25551,16186
18227,4244,16187
20753,5339,16188
3152,25471,16189
14946,22944,16190
18223,18486,16191
14118,10983,16192
13506,28258,16193
20753,26781,16194
20828,25074,16195
20748,24909,16196
18277,585,16197
18228,15359,16198
26232,1449,16199
27287,15145,16200
27287,15319,16201
18227,29070,16202
18219,30571,16203
18227,5067,16204
16967,29066,16205
20753,24915,16206
20016,29550,16207
17213,28654,16208
18154,26791,16209
1897,28442,16210
18161,27037,16211
18192,28921,16212
13792,29035,16213
11536,23230,16214
30933,28367,16215
14763,28367,16216
14663,18387,16217
9886,14996,16218
18332,30468,16219
2902,22369,16220
26300,9687,16221
20836,1593,16222
18139,28443,16223
14156,30392,16224
30208,28887,16225
26232,26600,16226
17591,6134,16227
14747,18554,16228
20161,30375,16229
15639,28324,16230
20121,18554,16231
25978,22945,16232
21827,28801,16233
16167,28921,16234
21838,8571,16235
13210,15447,16236
15589,28901,16237
20821,25987,16238
21875,26724,16239
21875,26557,16240
14921,26724,16241
1609,28367,16242
19249,591,16243
18554,18554,16244
5093,10143,16245
5496,28773,16246
20821,26649,16247
20821,28383,16248
27745,27839,16249
549,28105,16250
18276,28887,16251
20685,13005,16252
20737,16146,16253
25381,28921,16254
21037,28369,16255
20840,28020,16256
20840,28991,16257
26731,30333,16258
13810,30321,16259
20000,28931,16260
3209,23015,16261
13318,30319,16262
18168,14628,16263
6661,28367,16264
479,9060,16265
18245,16120,16266
20753,24886,16267
26439,5651,16268
27272,28019,16269
479,28964,16270
472,30165,16271
18339,15082,16272
17320,2818,16273
18129,28921,16274
18129,28367,16275
9112,14108,16276
5408,28669,16277
20821,4225,16278
18017,28443,16279
26259,27884,16280
20821,24927,16281
19647,28424,16282
12831,11001,16283
26259,5767,16284
18219,25466,16285
27594,13005,16286
16902,18549,16287
20748,261,16288
20835,28101,16289
27574,13564,16290
9630,18549,16291
21024,14494,16292
2181,18549,16293
20644,588,16294
18188,2690,16295
7895,8021,16296
20743,18549,16297
22112,14498,16298
13790,18549,16299
23868,29637,16300
21081,10680,16301
21380,19065,16302
21081,18551,16303
20748,18862,16304
27497,19065,16305
20748,18575,16306
20748,3770,16307
21380,18541,16308
20748,17681,16309
20748,27391,16310
20750,12261,16311
27578,18549,16312
20743,10679,16313
15901,18442,16314
20740,18549,16315
20748,6860,16316
21373,18541,16317
10843,14493,16318
20748,18222,16319
20748,25826,16320
27578,18593,16321
20748,10679,16322
20748,2040,16323
20740,9311,16324
20748,18600,16325
8852,14493,16326
13790,5338,16327
11634,14493,16328
742,18549,16329
742,19355,16330
20743,6860,16331
24310,30133,16332
21296,9317,16333
18353,26381,16334
5494,20748,16335
2181,30601,16336
20159,6860,16337
20733,18549,16338
233,23791,16339
20743,11898,16340
20748,15695,16341
13790,20356,16342
6382,1778,16343
7036,588,16344
21554,15691,16345
9484,5131,16346
439,28367,16347
20748,19815,16348
18292,26679,16349
20743,13536,16350
16414,18518,16351
16964,18549,16352
9484,17364,16353
271,18394,16354
20737,27393,16355
1276,18549,16356
20159,13532,16357
20748,13536,16358
2181,15695,16359
20748,27393,16360
20748,17364,16361
20607,18549,16362
10843,14274,16363
20159,18544,16364
20748,19065,16365
5494,20159,16366
20159,18392,16367
6612,18440,16368
14744,18394,16369
9387,366,16370
21076,18551,16371
30951,18549,16372
15906,18549,16373
19998,18549,16374
20748,9345,16375
11749,28194,16376
6497,8311,16377
13856,23791,16378
15906,18442,16379
20816,18549,16380
6187,21304,16381
6533,18222,16382
18549,18549,16383
24009,23759,16384
24072,23759,16385
18316,27037,16386
30951,18862,16387
20748,12261,16388
3909,18549,16389
692,28367,16390
20748,9323,16391
20159,18549,16392
5617,3575,16393
5109,20644,16394
20515,19355,16395
22112,18549,16396
20876,18549,16397
20748,18544,16398
3526,18442,16399
9484,17353,16400
14744,18551,16401
27014,23761,16402
24291,23761,16403
18872,28358,16404
20753,30538,16405
13468,28258,16406
27037,23761,16407
14512,28284,16408
18216,14908,16409
10620,27110,16410
18298,26030,16411
8533,11362,16412
18797,28358,16413
18342,1656,16414
12312,28367,16415
27016,23761,16416
18142,14620,16417
20679,4968,16418
20216,2949,16419
30934,27010,16420
20753,28207,16421
7894,3350,16422
26295,4074,16423
24294,29749,16424
19620,2816,16425
24422,30146,16426
21838,14964,16427
24225,30133,16428
20691,25074,16429
24881,23004,16430
20699,25430,16431
127,29090,16432
18337,11369,16433
21851,26545,16434
881,26551,16435
18291,28233,16436
18274,24680,16437
12155,26730,16438
20737,31102,16439
20766,25074,16440
20702,28492,16441
27020,23792,16442
18227,25484,16443
411,28105,16444
20870,30219,16445
20696,1225,16446
22141,28915,16447
27327,28367,16448
24435,23664,16449
4922,30528,16450
24012,29785,16451
18215,16419,16452
18319,29545,16453
26263,8713,16454
13856,23792,16455
5611,28677,16456
21860,26892,16457
20717,25477,16458
26428,23726,16459
14516,28289,16460
19237,15099,16461
6750,5057,16462
24412,30137,16463
21929,26162,16464
18355,4957,16465
18198,28810,16466
3257,4466,16467
18341,14259,16468
8546,7618,16469
13349,28367,16470
8936,26488,16471
22068,28345,16472
14468,9967,16473
6976,28359,16474
20674,14623,16475
18164,28873,16476
21857,2597,16477
21319,28927,16478
6311,8480,16479
18227,29050,16480
18227,4972,16481
18546,18606,16482
18227,28029,16483
24009,29767,16484
24301,29767,16485
18223,18463,16486
18221,5332,16487
20737,22005,16488
20355,18530,16489
18192,299,16490
561,28105,16491
6861,9985,16492
2867,28709,16493
7476,28359,16494
18333,28359,16495
11912,11357,16496
19726,28359,16497
6834,28359,16498
20443,28359,16499
9293,28138,16500
17941,28052,16501
15663,14623,16502
18350,6001,16503
19045,28374,16504
17333,26684,16505
18350,1288,16506
7895,8312,16507
18350,14623,16508
13506,28359,16509
11750,2688,16510
20360,15359,16511
115,15295,16512
20360,1764,16513
7907,8339,16514
739,26719,16515
20196,8996,16516
5224,15455,16517
17253,15366,16518
18225,29143,16519
18227,11296,16520
12423,3369,16521
18149,13042,16522
20325,28372,16523
18188,28651,16524
21056,28369,16525
20693,24912,16526
18241,15359,16527
17873,1764,16528
18227,15239,16529
18294,28337,16530
18227,2823,16531
31042,26543,16532
16293,30352,16533
4024,25878,16534
21911,28802,16535
1691,7444,16536
5541,26723,16537
22192,9980,16538
10911,16588,16539
11530,22465,16540
21797,26167,16541
13857,23795,16542
16293,4910,16543
21803,28725,16544
745,7609,16545
21929,26053,16546
21929,242,16547
20123,26004,16548
14575,6856,16549
24220,29741,16550
27016,23766,16551
18198,13981,16552
18219,29044,16553
18284,31176,16554
24233,29680,16555
1533,28443,16556
24435,30133,16557
21355,28361,16558
18115,3771,16559
18227,15114,16560
8748,28152,16561
18109,28858,16562
24301,29647,16563
20747,588,16564
9484,18548,16565
1817,15508,16566
20748,18548,16567
20747,18549,16568
24391,23766,16569
18130,23560,16570
21380,18540,16571
20749,18549,16572
18112,26917,16573
24408,29738,16574
18112,28197,16575
20825,28383,16576
21929,26170,16577
26428,23712,16578
12113,1314,16579
14318,28204,16580
3665,28856,16581
693,28921,16582
16256,28367,16583
9257,28152,16584
4014,26405,16585
20652,27005,16586
20698,8984,16587
18198,6580,16588
18141,28140,16589
24239,23790,16590
20766,7592,16591
24291,29680,16592
18109,18554,16593
12831,22921,16594
5902,23602,16595
24296,29680,16596
20881,4447,16597
5197,28371,16598
20162,28371,16599
25678,4448,16600
20839,26025,16601
18171,28228,16602
18227,19813,16603
7931,8251,16604
20751,25233,16605
18187,1337,16606
18219,29108,16607
8048,6508,16608
20825,12871,16609
26439,23135,16610
18350,27020,16611
18225,1344,16612
24446,29724,16613
20753,29077,16614
5878,23602,16615
20822,29545,16616
26960,23765,16617
25899,4087,16618
24291,30088,16619
21850,25032,16620
21850,26919,16621
5584,28829,16622
3530,28439,16623
24221,23712,16624
30911,29066,16625
20789,11295,16626
15589,18554,16627
10579,29241,16628
14395,28367,16629
24074,29699,16630
24391,30088,16631
18212,24912,16632
20743,7537,16633
24412,29616,16634
13437,29066,16635
18215,26832,16636
20648,28228,16637
23025,27037,16638
29843,23790,16639
18225,6069,16640
24310,29741,16641
24142,29659,16642
29838,23790,16643
24225,23766,16644
24301,29746,16645
18164,29545,16646
18221,18504,16647
20646,28376,16648
18221,18523,16649
24225,29741,16650
20859,24912,16651
15589,29995,16652
486,14246,16653
5018,29532,16654
18244,28359,16655
26724,23805,16656
18315,28359,16657
18256,26030,16658
5234,27009,16659
27065,28942,16660
20753,11669,16661
531,28359,16662
18315,3416,16663
18125,26428,16664
20751,29066,16665
20671,7592,16666
13858,23805,16667
18304,4445,16668
18304,26788,16669
18291,11298,16670
18306,26684,16671
19677,5927,16672
17285,26906,16673
5125,26030,16674
18326,26908,16675
27327,24530,16676
18221,28702,16677
5234,28915,16678
19688,28345,16679
25753,23560,16680
512,23560,16681
15614,23560,16682
17588,7611,16683
18164,28986,16684
18300,28712,16685
18227,28492,16686
18122,27395,16687
1978,28147,16688
18304,28102,16689
5096,28427,16690
10338,27094,16691
18008,26824,16692
7955,8341,16693
18298,28055,16694
17793,28940,16695
20659,7537,16696
20831,6000,16697
7828,8025,16698
18198,7457,16699
9487,29066,16700
6684,2818,16701
18225,28382,16702
18201,29090,16703
20161,28892,16704
6837,29106,16705
18139,25074,16706
12162,30300,16707
8694,13615,16708
20647,29066,16709
18169,24680,16710
20647,25477,16711
29174,14889,16712
25748,26904,16713
21027,28919,16714
17247,25079,16715
18287,26902,16716
12415,25545,16717
19275,23560,16718
20647,12765,16719
20698,7672,16720
30850,7609,16721
18221,28938,16722
6726,27816,16723
18219,26807,16724
20716,27115,16725
20716,28336,16726
18277,25998,16727
20151,28355,16728
20716,5921,16729
27756,25455,16730
9489,25067,16731
15603,28915,16732
18207,28991,16733
13429,15359,16734
15589,15325,16735
24294,23790,16736
24291,23790,16737
20828,28836,16738
21860,26910,16739
5309,30538,16740
24432,23779,16741
24291,23803,16742
24446,23803,16743
10452,30816,16744
18139,24874,16745
18113,7531,16746
20692,1357,16747
24296,23803,16748
24291,29646,16749
24232,29646,16750
24232,23803,16751
24291,29731,16752
18304,13001,16753
19269,17677,16754
7932,8342,16755
479,15359,16756
15939,28315,16757
18146,25553,16758
13385,28261,16759
20881,26919,16760
20753,1129,16761
16997,28921,16762
24446,30158,16763
18305,29545,16764
23900,30132,16765
24233,29632,16766
20746,1357,16767
18227,12753,16768
23870,29626,16769
10586,11896,16770
5199,29119,16771
8545,23485,16772
20663,28369,16773
19093,28365,16774
18297,31177,16775
20447,28359,16776
18354,28358,16777
20777,28367,16778
27033,23771,16779
18709,28358,16780
29301,12990,16781
24178,30112,16782
10586,7609,16783
10757,28836,16784
18315,28288,16785
30898,29083,16786
17624,30355,16787
24224,29626,16788
20753,27790,16789
16344,28439,16790
20698,29068,16791
7001,29106,16792
1710,28702,16793
18217,26728,16794
24446,29731,16795
27037,23758,16796
23869,30151,16797
10830,27115,16798
26300,7201,16799
7973,8338,16800
13706,30324,16801
19427,26724,16802
20718,27020,16803
30942,13054,16804
20682,28260,16805
25760,28367,16806
27430,27036,16807
18139,9996,16808
19647,15359,16809
18136,28020,16810
7472,15145,16811
23865,30111,16812
10845,29102,16813
18227,28243,16814
27037,23766,16815
21853,26399,16816
24291,23766,16817
24296,23766,16818
18160,26649,16819
24435,23698,16820
24501,23766,16821
24215,30090,16822
24874,23766,16823
26097,23766,16824
1804,29346,16825
24234,29655,16826
23956,29655,16827
7038,9978,16828
20821,26541,16829
24215,29731,16830
14406,10091,16831
20821,26724,16832
14756,3114,16833
20821,29010,16834
20821,26492,16835
20821,26545,16836
18487,28442,16837
18145,28046,16838
17855,28367,16839
21399,30352,16840
24291,23754,16841
24232,23754,16842
3438,29035,16843
19243,25481,16844
5465,28836,16845
18225,1419,16846
20383,30365,16847
18340,28055,16848
3817,11990,16849
24879,23003,16850
18026,24679,16851
19196,29545,16852
26301,23022,16853
25722,29066,16854
24975,22571,16855
14020,30219,16856
18130,28660,16857
23956,23803,16858
18227,7609,16859
5241,30537,16860
24432,29699,16861
24432,23775,16862
24432,23764,16863
13859,23791,16864
14393,29545,16865
3671,30392,16866
18227,30549,16867
19249,25074,16868
27530,11369,16869
20753,28816,16870
18340,1341,16871
27017,23022,16872
6618,1545,16873
3062,28366,16874
27604,28337,16875
17730,22994,16876
16378,30352,16877
1698,22921,16878
16993,30296,16879
27283,12021,16880
20821,25477,16881
21815,26405,16882
12127,6007,16883
26358,27880,16884
18343,6058,16885
18343,28479,16886
25706,28369,16887
18844,4447,16888
17745,17140,16889
18210,6058,16890
18350,10107,16891
27313,1085,16892
10773,22011,16893
4013,4467,16894
14098,7362,16895
21875,23426,16896
21875,5917,16897
21875,11284,16898
18156,6089,16899
17578,28367,16900
18167,30353,16901
9239,29015,16902
15539,28337,16903
18227,28836,16904
10387,29213,16905
21875,26640,16906
21875,14222,16907
19448,26724,16908
21875,26637,16909
21875,7450,16910
